	chart	title	artist	weeks	rank	query_week	lyrics
207	r-b-hip-hop-songs	Moolah	Young Greatness	15.0	49.0	2016-07-02	"All my life I hustled just to get that Moolah
And stack my chains up, I'm gon' see the jewelrer
Standin' in the kitchen I whip out that work All I ever had was the cocaine
My cousin leaned out with the do' man
And GT switchin' four lanes
From the store with the coca like propane
On the block where the shots go ""bang!""
Only real niggas really gon' hang
All your life, you was saved by the bell
I was saved by the cocaine, ay!
Young boys with choppers, young boys with lawyers
We stand in the kitchen and whip out that work
...


(1409614428508)"
208	r-b-hip-hop-songs	Me, Myself & I	G-Eazy x Bebe Rexha	35.0	10.0	2016-06-25	"Oh, it's just me, myself and I
Solo ride until I die
Cause I, got me for life
yeah
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

And as far as I can see, I just need privacy
Plus a whole lot of tree, fuck all this modesty
I just need space to do me
Give the world what they're tryna see
A Stella Maxwell right beside of me
A Ferrari, I'm buyin' three
A closet of Saint Laurent, get what I want when I want
Cause this hunger is driving me, yeah
I just need to be alone, I just need to be at home
Understand what I'm speaking on
If time is money I need a loan
But regardless I'll always keep keepin' on
Fuck fake friends
We don't take L's, we just make M's
While y'all follow, we just make trends
I'm right back to work when that break ends

Oh, it's just me, myself and I
Solo ride until I die
Cause I, got me for life
(Got me for life, yeah)
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

I don't need anything to get me through the night
Except the beat that's in my heart
And it's keeping me alive
(Keeps me alive)
...


(1409614428508)"
209	r-b-hip-hop-songs	U With Me?	Drake	7.0	48.0	2016-06-25	"What these bitches want from a nigga?

On some DMX shit
I group DM my exes
I told 'em they belong to me, that goes on for forever
And I think we just get closer when we're not together
You tell me that I'm confusin'
More immature than Marques Houston
Cuts too deep for a band-aid solution
We too deep in this thing to never lose me
LOLOL I'm glad you find this shit amusin'
Heard a lot about me 'fore we started off
I know you heard that my pool parties like Mardi Gras
I know you heard that my girl is sponsored by Audemars
That's why she's always correctin' me when my time is off
And my house is the definition
Of alcohol and weed addiction
You got a different vision
You wanna walk around naked in the kitchen
Without runnin' into one of my niggas
That's not the way we livin'
Too much goin' on, it's just not realistic
These days I don't talk 'bout them days like I miss 'em
And you shouldn't miss 'em either, we different people

But every time we speakin'

It's like a lot of games bein' played
How's it goin' down?
...


(1409614428508)"
210	r-b-hip-hop-songs	Oui	Jeremih	26.0	12.0	2016-06-18	"Ahh ahh ahh ahh ahh
Ahh ahh ahh ahh ahh
Ahh ahh ahh ahh ahh.

I think about all the time
Think you may need all of mine
Hate to say you know that love is blind
I'm 'bout to see, I'll close my eyes
(Truth is) They can't see you in here though
Most of them need dollar signs to make
Every day your birthday

And every night your Valentine…
If we tried that we could be
Somewhere the climate is warm, long as you around me
I swear that everything will be just fine
I wish that we could take some time
Go anywhere, baby I don't mind
Grown man, in my suit and tie
Hey, there's no we without you and I
Oh, yea, ah yea, ah ah yea
...


(1409614428508)"
211	r-b-hip-hop-songs	2 Phones	Kevin Gates	26.0	14.0	2016-06-18	"Hello? What the deal? Bet

I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
Countin' money while they ring, ring, ringin'
Trap jumpin' I'm ring, ring, ringin'
I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
Countin' money while they ring, ring, ringin'
Trap jumpin' I'm ring, ring, ringin'

Button start the foreign, oh my God I'm gorgeous
I just put the key inside my pocket park
It might not get to see, this a new Ferrari
Man in the mirror, how you choose to bother
Someone said they callin', I don't feel like talkin'
Everything is different returned the way I bought it
Phone be interrupting me while I'm recordin'
Phone be making women feel they unimportant
Call my dog, he say it's all the way retarded
Keep the [?] cause I am not using the Foreman
Kitchen, I just finished up new performance
Hater, wish you well
I got cliental
I just got it off the scale

I got two phones, one for the plug and one for the load
I got two phones, one for the bitches and one for the dough
Think I need two more, line bumpin' I'm ring, ring, ringin'
...


(1409614428508)"
212	r-b-hip-hop-songs	Might Not	Belly Featuring The Weeknd	20.0	28.0	2016-06-18	"Everybody 'round me sayin' I should relax cause
I've been goin' hard 'til my eyes roll back but
All I wanna do is forget about my past and
Smoke a little weed, really nothin' too drastic
Any time you see me in a picture and I'm smilin'
Probably cause I'm faded or I'm chillin' with the fans and
Not really the type to let a nigga talk back but
Imma let it slide cause my niggas too violent
Shoutout to the ones who spend money like a habit
Even if they had a million dollars, they'd be trappin'
Got a couple girls shootin' movies on the mattress
Then I hit the booth, make the motherfuckin' soundtrack
Then I play it back on the eighty-inch plasma
Then I get 'em faded off that super fantastic
Roll that grandmaster, smell it through the plastic
Nobody can handle me, I'm gone when the shit's too strong
The night's too long

I took too much and I've gone too far
And I might not make it
I might not make it
...


(1409614428508)"
213	r-b-hip-hop-songs	Redemption	Drake	6.0	50.0	2016-06-18	"Yeah, I get it
I get it
Yeah

Why would I say all these things to have you feelin' a way?
Why would I tell you I'm 30 away if I'm not on the way?
Why do I settle for women that force me to pick up the pieces?
Why do I want an independent woman to feel like she needs me?
I lost my way

I'm searchin' for these words to say to you
Please give me time
Cause I'm searchin' for these words to say to you
Oh please give me time
Cause I'm searchin' for these words to say to you right now
Redemption's on your mind when you think about me
Yeah
Redemption's on your mind when you think about me
Yeah

Run your mouth, I'd rather listen to someone else
I gave your nickname to someone else
I know you're seein' someone that loves you
And I don't want you to see no one else
I don't want you here with someone else
I don't wanna do this with no one else
I used to know you back when you was young
Your brother brought me through, you saw me
That made me think of you so differently
I miss the feeling of you missing me
But you say you're over and done with me
Aw yeah, yeah, yeah
Aw yeah, yeah, yeah
...


(1409614428508)"
214	r-b-hip-hop-songs	All The Way Up	Fat Joe, Remy Ma & JAY Z Featuring French Montana & Infared	11.0	9.0	2016-06-11	"Cool and Dre
This is, this is
The remix for the city let's just start snapping
Crack hit Bleek on the jack like let's make it happen
Oh it's me

Nothing can stop me, I'm all the way up
(It's me, it's me)
All the way up
(It's me, it's me)
I'm all the way up
I'm all the way up
Nothing can stop me, I'm all the way up

Shorty what you want? Shorty what you need?
My niggas run the game, we ain't ever leavin'
Countin' up this money, we ain't never sleepin'
You got V12, I got 12 V's
Got bottles, got weed, got molly
I'm all the way up
Shorty what you want? I got what you need
Shorty what you want? I got what you need
Shorty what you want? I got what you need

I'm all the way up
I'm all the way up
I'm all the way up
All the way up
Nothing can stop me, I'm all the way up
(Turn me all the way up...)

You know you made it when the fact
Your marriage made it is worth millions
Lemonade is a popular drink and it still is
Survival of the littest
Niggas who really up versus nigga up in your business
I'm in the room where real niggas not allowed
I'm the only one in the room that they fear right now
...


(1409614428508)"
215	r-b-hip-hop-songs	Faithful	Drake Featuring Pimp C & dvsn	5.0	43.0	2016-06-11	"Check, 1-2, 1-2, bitch
You expensive, you know that?
I'm high maintenance a little bit but not in a, not in a negative way
I just like extremely expensive things

Foot off in their ass is what Ken told me
Niggas like to play games cause they feel like they know me
You don't know me, nigga, I done changed
So don't be trying to be putting on shit off in the game
This ain't no motherfucking '91
We out here rapping for money you niggas rapping for fun
I don't fuck with nobody in this shit but Bun

You would think it's all mine the way I took it
You would think it broke down the way I push it
You hate it when I coat things all in sugar
You want to hear the real talk, well, girl, who wouldn't?

Working, working, working, working, ain't ya?
You don't have no time to lay up
You just trying to be somebody
'Fore you say you need somebody
Get all your affairs in order
I won't have affairs, I'm yours, girl
Faithful, faithful, faithful, faithful
...


(1409614428508)"
216	r-b-hip-hop-songs	Blessings	Chance The Rapper	2.0	44.0	2016-06-11	"I'm gon' praise Him, praise Him 'til I'm gone
I'm gon' praise Him, praise Him 'til I'm gone
When the praises go up, the blessings come down
When the praises go up, the blessings come down
It seems like blessings keep falling in my lap
It seems like blessings keep falling in my lap

I don't make songs for free, I make 'em for freedom
Don't believe in kings, believe in the Kingdom
Chisel me into stone, prayer whistle me into song air
Dying laughing with Krillin saying something 'bout blonde hair
Jesus' black life ain't matter, I know I talked to his daddy
Said you the man of the house now, look out for your family
He has ordered my steps, gave me a sword with a crest
And gave Donnie a trumpet in case I get shortness of breath

I'm gon' praise Him, praise Him 'til I'm gone
Don't be mad
I'm gon' praise Him, praise Him 'til I'm gone
When the praises go up
(Good God)
The blessings come down
Good God
...


(1409614428508)"
217	r-b-hip-hop-songs	Go Flex	Post Malone	4.0	45.0	2016-06-11	"Lighting stog after stog, and choke on the smoke
They tell me to quit, don't listen what I'm told
Help me forget that this world is so cold
I don't even know what I'm chasin' no more
Tell me what I want, just keep searchin' on
It's never enough, cup after cup
Blunt after blunt
I wouldn't give one if I could find a fuck, ha, ha, ha
In the cut and I put that on my momma
And my bitch called talkin' 'bout some drama
I swear there ain't no time for women on the come up
It's either the pussy or the commas

Man I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
Man I just wanna go flex
Gold on my teeth and on my neck
And I'm stone cold with the flex
With my squad and I'm smokin' up a check
...


(1409614428508)"
218	r-b-hip-hop-songs	Weston Road Flows	Drake	5.0	46.0	2016-06-11	"One of them ones
Right
Weston Road Flows, I did this shit for my nigga Renny
Back when we couldn't buy pizza cause we were down to pennies
Feel like we go back a century runnin' the store for centuries
Then bring it back to your brother man we had to respect it
He was wavy doin' mixtapes out of your basement
He let us hit the weed on occasion for entertainment
Then he would leave us at the house and go out on a mission
We probably would've got in less trouble just goin' with him
Feel like I never say much but man there's a lot to know
Feel like the difference between us really startin' to show
I'm lookin at they first week numbers like what are those
I mean you boys not even coming close
I gave niggas like you a reason for celebration
You number one and I'm Eddie Murphy we tradin' places
Lookin' in the mirror I'm closer than I really appear
Creepin' like Chilli without the tender, love, and care
No tender love and care and no love and affection
I got a price on my head but there's a risk to collect it
I might be here as a vessel to teach people the lesson
Feel like they wanted me dead but couldn't pull it together
Yeah, but here we are and it's a new semester
40 the only one that know how I deal with the pressure
A couple nights where it started to feel like the feelings faded
...


(1409614428508)"
219	r-b-hip-hop-songs	All The Way Up	Fat Joe & Remy Ma Featuring French Montana & Infared	10.0	14.0	2016-06-04	"[Hook: Infared]
Nothing can stop me, I'm all the way up
All the way up
I'm all the way up
I'm all the way up
Nothing can stop me, I'm all the way up


Shorty what you want? Shorty what you need?
My niggas run the game, we ain't ever leavin'
Countin' up this money, we ain't never sleepin'
You got V12, I got 12 V's
Got bottles, got weed, got molly
I'm all the way up
Shorty what you want? I got what you need
Shorty what you want? I got what you need
Shorty what you want? I got what you need


I'm all the way up
I'm all the way up
I'm all the way up
All the way up
Nothing can stop me, I'm all the way up


For my niggas with Bentley coupes and Rolexes
Kicked the bitch out the room and gave her no breakfast
Had to stash the jewels, these bitches so reckless
...


(1409614428508)"
220	r-b-hip-hop-songs	Promise	Kid Ink Featuring Fetty Wap	20.0	38.0	2016-06-04	"Always, ugh
You straight

I love the way you stare
At me when you look my way
This is something you should hear
Baby would you come my way
There is nothin' else to fear
Girl come with me, you straight
This is somethin' you should hear
I promise you, you straight
Girl come with me, you straight
I promise to be great
I promise you, you straight

I promise to be great

I do tell you what you wanna hear
Hope it don't go in and out of one ear
You the only one that I wanna stare at in the mornin'
Girl cause you on of them
Diem pieces rollin' up with me, it's no keisha
Shawty don't ring the bell, she got a key set
Your girl for rent and mine on the leases, leave it
If you tryna holla at her
You gotta do more that throw a dollar at her

My girl got a Chanel and Prada habit
Everything automatic but I know it matter

I love the way you stare
At me when you look my way
This is something you should hear
Baby would you come my way
...


(1409614428508)"
221	r-b-hip-hop-songs	Keep The Family Close	Drake	4.0	42.0	2016-06-04	"It's a little chilly out there
How you can stand there is beyond me

All of my ""let's just be friends"" are friends I don't have anymore
How do you not check on me when things go wrong
Guess I should've tried to keep my family closer
Much closer
All of my ""let's just be friends"" are friends I don't have anymore
Guess that's what they say you need family for
Cause I can't depend on you anymore

Always saw you for what you could've been
Ever since you met me
Like when Chrysler made that one car that looked just like the Bentley
I always saw you for what you could've been
And even when it's business with you it's personal again
I knew you before you made ends meet now were meeting our ends

And its all because you chose a side
You're supposed to put your pride aside and ride for me
Guess it wasn't time
And of course you went and chose a side that wasn't mine

...


(1409614428508)"
222	r-b-hip-hop-songs	Views	Drake	4.0	45.0	2016-06-04	"Question is will I ever leave you?

The answer is no, no, no, no, no, no
Question is will I ever leave you?
The answer is no, no, no, no, no, no

Yeah, you feel the pressure, man, I know the pressure
And my wifey is a spice like I'm David Beckham

A lot of pent up aggression coming out of my section
OVO on me while y'all niggas was playing dress-up
And I know who gon' take the fall with me
They right here on call with me, they all with me
You could throw curve balls but I got the glove fitted
They been saying it's love, but it isn't love, is it?
Toast to the days when they wasn't out to get me
I worked at JD's connections whenever Jason let me
Ceesay's, I was buying fitteds everyday
Kenny's caravan and trying not to catch a stray
I dropped out right before I graduate
Six credits left, my mama had a saddest day
""It's only up from here, I promise, you just gotta wait""
And she took my word for it, that's all I had to say
...


(1409614428508)"
223	r-b-hip-hop-songs	Summer Sixteen	Drake	16.0	49.0	2016-06-04	"Looking, looking, looking
Looking, looking, looking
Looking, looking
Looking
Looking

Looking for revenge
All summer sixteen
All summer sixteen
Playing dirty not clean
Out in front of Four Seasons
Looking like a damn football team
All in the same thing
All repping one thing
Looking for revenge

To do what you couldn't do
Tell Obama that my verses are just like the whips that he in
They bulletproof
Minus twenty we in Pitfield
That Kai's kitchen in a Canada Goose
Famous as fuck but I'm still in the cut when they round up the troops
I'm just a sicko a real sicko when you get to know me nigga
I let the diss record drop, you was staying right below me, nigga
We must have played it a hundred times, you was going to bed
Why would I put on a vest I expect you to aim for the head?
I coulda killed you the first time
You don't have to try to say it louder nigga
Trust, we heard you the first time
It's nothing personal I would have done it to anyone
And I blame where I came from
...


(1409614428508)"
224	r-b-hip-hop-songs	All We Got	Chance The Rapper Featuring Kanye West & Chicago Children's Choir	1.0	45.0	2016-05-28	"And we back
And we back, and we back, and we back, and we back, and we
And we back, and we back, na, na, na

This ain't no intro, this the entree
Hit that intro with Kanye and sound like André
Tryna turn my baby mama to my fiancée
She like music, she from Houston like Auntie Yoncé
Man my daughter couldn't have a better mother
If she ever find another, he better love her
Man I swear my life is perfect, I could merch it
If I die I'll prolly cry at my own service, igh, igh!
It was a dream, you could not mess with the Beam
This is like this many rings
Y'all know wha' mean?
This for the kids of the king of all kings
This is the holiest thing
This is the beat that played under the Word
This is the sheep that ain't like what it herd
This is officially first
This is the third

...


(1409614428508)"
225	r-b-hip-hop-songs	Juke Jam	Chance The Rapper Featuring Justin Bieber & Towkio	1.0	48.0	2016-05-28	"We used to roll at the rink.
We used to roll at the rink.
I used to talk way too much.You use to know everything.
You couldn't stand me, I couldn't stand you.
You said Im steady playin', but you steady playin' too.
Your big brother foot work, your play sister Juke.
The rink was the place but in that space & time I was too young for you.
As you were for me, to worry 'bout Frooties and Trues.
Til' I find out all of the shawtys with cooties was cute and realized what booties could do.
We gon' get it poppin'.We gon' get it Jukin'.
We gon' throw a party and we ain't gotta do shit.
You came with your best friend, came up for the weekend.
Rolling with your party, so tell me what you thinkin'.
Say we gon' have a juke jam.We gon' have a juke jam.
We can have a party, just listening to music.
Like we used to do.

...


(1409614428508)"
226	r-b-hip-hop-songs	6 Inch	Beyonce Featuring The Weeknd	4.0	50.0	2016-05-28	"Six inch heels...
She walked in the club like nobody's business
Goddamn...
She murdered everybody and I was her witness

She's stacking money, money everywhere she goes (you know)
Pesos out of Mexico (de uno)
Commas and them decimals
She don't gotta give it up, she professional

She mixing up that Ace with that Hennessy
She love the way it tastes, that's her recipe
Rushing through her veins like it's ecstasy (oh no)
She already made enough but she'll never leave

Six inch heels...
She walked in the club like nobody's business
Goddamn...
She murdered everybody and I was her witness
She works for the money
She work for the money from the start to the finish
And she worth every dollar
She worth every dollar and she worth every minute

She works for the money
She works for the money
She works for the money
...


(1409614428508)"
227	r-b-hip-hop-songs	Don't Hurt Yourself	Beyonce Featuring Jack White	3.0	46.0	2016-05-21	"Oh la la la...
Oh la la la...
Oh la la la...
Don't hurt yourself...
Don't hurt yourself...

Who the fuck do you think I am?
You ain't married to no average bitch boy
You can watch my fat ass twist boy
As I bounce to the next dick boy
And keep your money, I got my own
Get a bigger smile on my face, being alone
Bad motherfucker, God complex
Motivate your ass call me Malcolm X
Yo operator, or innovator
Fuck you hater, you can't recreate her no
You'll never recreate her no... Hell no

We just got to let it be
Let it be, let it be, let it be baby
You just got to let it be
Let it be, let it be, let it be ba...

...


(1409614428508)"
228	r-b-hip-hop-songs	Saved	Ty Dolla $ign Featuring E-40	15.0	50.0	2016-05-21	"Everytime they see me ballin'
All my old bitches callin'
Pull up in exotic, I see a little bitch jockin'

Tryna get saved, she wanna get saved, I ain't gonna save her
Tryna get saved, she wanna get saved, I ain't gonna save her
Tryna get saved, she wanna get saved, I ain't gonna save her
Tryna get saved, she wanna get saved, I ain't gonna save her
Yeah!

No I won't save her
Dolla $ign a fuckboi he won't date her
About my paper, real big shit man everything Taylor
Vans on like a skater
We eatin' over here, man, everything catered
She know I'm a player
She wanna fuck now but I wanna fuck later
She been lookin' for a baller (baller, baller, baller, baller)
Somebody that'll keep her in designer
She ain't thinkin' 'bout love (Ooh)
...


(1409614428508)"
229	r-b-hip-hop-songs	All Night	Beyonce	2.0	30.0	2016-05-14	"Found the truth beneath your lies
And true love never has to hide
(True love never has to hide)
I'll trade your broken wings for mine
(Trade your broken wings for mine)
I've seen your scars and kissed your crime
(Seen your scars and kissed your crime)
So many people that I know, they just tryna touch ya
Kiss up and rub up and feel up
Kiss up and rub up and feel up on ya
Give you some time to prove that I can trust you again
I'm gonna kiss up and rub up and feel up
Kiss up and rub up and feel up on ya

All night long
Sweet love all night long
Sweet love all night long
Sweet love all night long
All I wanna, ain't no other
We together, I remember
Sweet love all night long

Our love was stronger than your pride
...


(1409614428508)"
230	r-b-hip-hop-songs	Freedom	Beyonce Featuring Kendrick Lamar	2.0	31.0	2016-05-14	"Tryna rain, tryna rain on the thunder
Tell the storm I'm new
I'm a wall, come and march on the regular
Painting white flags blue

Lord forgive me, I've been running
Running blind in truth
I'ma rain, I'ma rain on this bitter love
Tell the sweet I'm new

I'm telling these tears, ""Go and fall away, fall away""
May the last one burn into flames

Freedom! Freedom! I can't move
Freedom, cut me loose!
Singin', freedom! Freedom! Where are you?
Cause I need freedom too!
I break chains all by myself
Won't let my freedom rot in hell
Hey! I'ma keep running
Cause a winner don't quit on themselves

I'ma wade, I'ma wave through the waters
Tell the tide, ""Don't move""
I'ma riot, I'ma riot through your borders
Call me bulletproof

Lord forgive me, I've been runnin'
...


(1409614428508)"
231	r-b-hip-hop-songs	Daddy Lessons	Beyonce	2.0	32.0	2016-05-14	"Yee haw
Texas
Texas
Texas

Came into this world
Daddy's little girl
And daddy made a soldier out of me
Daddy made me dance
Daddy held my hand
But daddy liked his whisky with his tea

And we rolled motorcycles
Black jack, classic vinyl
Tough girl is what I had to be
He said, take care of your mother
Watch out for your sister
And, oh, and that's when he gave to me

With his gun and his head held high, he told me not to cry
Oh, my daddy said shoot
Oh, my daddy said shoot
With his right hand on his rifle
He swore it on the bible
My daddy said shoot
Oh, my daddy said shoot
...


(1409614428508)"
232	r-b-hip-hop-songs	Pray You Catch Me	Beyonce	2.0	34.0	2016-05-14	"You can taste the dishonesty, it's all over your breath
As you pass it off so cavalier, but even that's a test
Constantly aware of it all, my lonely ear
Pressed against the walls of your world

Pray to catch you whispering
I pray you catch me listening
I'm prayin' to catch you whispering
I pray you catch me
...


(1409614428508)"
233	r-b-hip-hop-songs	Sandcastles	Beyonce	2.0	35.0	2016-05-14	"We built sand castles that washed away
I made you cry when I walked away
And although I promised that I couldn't stay, baby
Every promise don't work out that way, oh, babe
Every promise don't work out that way

...


(1409614428508)"
234	r-b-hip-hop-songs	Purple Rain	Prince And The Revolution	16.0	3.0	2016-05-07	"I never meant to cause you any sorrow
I never meant to cause you any pain
I only wanted one time to see you laughing
I only want to see you laughing in the purple rain

Purple rain Purple rain
Purple rain Purple rain
Purple rain Purple rain

I only want to see you bathing in the purple rain

I never wanted to be your weekend lover
I only wanted to be some kind of friend
...


(1409614428508)"
235	r-b-hip-hop-songs	When Doves Cry	Prince	22.0	5.0	2016-05-07	"Dig if you will the picture,
Of you and I engaged in a kiss.
The sweat of your body covers me,
Can you, my darling,
Can you picture this?
Dream if you can a courtyard,
An ocean of violets in bloom.
Animals strike curious poses
They feel the heat,
The heat between me and you.

How can you just leave me standing?
Alone in a world that's so cold. (So cold).
Maybe I'm just too demanding,
Maybe I'm just like my father - too bold.
Maybe you're just like my mother,
She's never satisfied. (She's never satisfied).
Why do we scream at each other?
This is what it sounds like,

When doves cry.
...


(1409614428508)"
236	r-b-hip-hop-songs	Little Red Corvette	Prince	19.0	11.0	2016-05-07	"I guess I should've known by the way
You parked your car sideways that it wouldn't last
See, you're the kinda person that believes in makin' out once
Love 'em and leave 'em fast

I guess I must be dumb
'Cause you had a pocket full of horses
Trojan and some of them used
But it was Saturday night, I guess that makes it all right
And you say, ""What have I got to lose?""

And honey, I say Little Red Corvette
Baby, you're much too fast
(Oh)
Little Red Corvette
You need a love that's gonna last

I guess I should've closed my eyes
When you drove me to the place where your horses run free
'Cause I felt a little ill when I saw all the pictures
Of the jockeys that were there before me

Believe it or not, I started to worry
I wondered if I had enough class
But it was Saturday night, I guess that makes it all right
And you say, ""Baby, have you got enough gas?"", Oh yeah

...


(1409614428508)"
237	r-b-hip-hop-songs	Kiss	Prince And The Revolution	19.0	13.0	2016-05-07	"You don't have to be beautiful
to turn me on
I just need your body baby
From dusk till dawn
You don't need experience
To turn me out
You just leave it all up to me
I'm gonna show you what it's all about
You don't have to be rich
To be my girl
You don't have to be cool
To rule my world
Ain't no particular sign I'm more compatible with
I just want your extra time and your
Kiss

You got to not talk dirty, baby
If you wanna impress me
You can't be to flirty, mama
...


(1409614428508)"
238	r-b-hip-hop-songs	Let's Go Crazy	Prince And The Revolution	19.0	14.0	2016-05-07	"Dearly beloved, we have gathered here today
To get through this thing called life
Electric word life it means forever and that's a mighty long time
But I'm here to tell you there's something else
The afterworld, a world of never ending happiness
You can always see the sun, day or night

So when you call up that shrink in Beverly Hills
You know the one Dr. Everything'll Be Alright
Instead of asking him how much of your time is left?
Ask him how much of your mind, baby
'Cause in this life things are much harder than in the afterworld
This life you're on your own

And if the elevator tries to bring you down
Go crazy punch a higher floor

If you don't like the world you're living in
Take a look around you at least you got friends
You see I called my own lady for friendly word
...


(1409614428508)"
239	r-b-hip-hop-songs	Exchange	Bryson Tiller	27.0	14.0	2016-04-30	"This what happen when I think about you
I get in my feelings, yeah
I start reminiscing, yeah
Next time around, fuck I want it to be different, yeah
Waiting on a sign, guess it's time for a different prayer
Lord please save her for me, do this one favor for me
I had to change my play of ways got way to complicated for me
I hope she's waiting for me
Everywhere she go, they playin' my song
That's why I say the things that I say that way I know you can't ignore me
But so, so

So gimme all of you in exchange for me
Just give me all of you in exchange for me, for me

Break it down, yeah
Yes sir, check
...


(1409614428508)"
240	r-b-hip-hop-songs	Down In The DM	Yo Gotti Featuring Nicki Minaj	23.0	16.0	2016-04-30	"If she respond to this DM, boy you fucked up
She took your pictures off her 'Gram, y'all must have broke up
First she love you, then she blocked you, boy that's fucked up
It's the remix and you know what's up

Aye it go, it goes down in the DM (it go down)
It go down in the DM (it go down, it go... down)
It goes down in the DM (it go down)
It go down in the DM (it go down, it go... down)

I tell her
Snapchat me that pussy... mood
Or FaceTime me that pussy if it's... cool
(Whoo) Boy, my DM poppin' (DM poppin')
My DM just caught a body
If you screenshottin', you the police
10 likes, you want OD
Follow shawty then unfollow
Then follow back, that's so me
She's like, ""I killed 'em, bitch I killed 'em, really killed 'em""
Bitch you wouldn't look like that if you undo all them filters and angles

I seen your girl post her BM
So I hit her in her DM
All eyes, yeah I see 'em
Yeah, that's your man? I'd hate to be him (whoop)
It goes down in the DM (it go down)
It go down in the DM (it go down, it go... down)

...


(1409614428508)"
241	r-b-hip-hop-songs	1999	Prince	21.0	17.0	2016-04-30	"I was dreamin' when I wrote this
Forgive me if it goes astray
But when I woke up this mornin'
Coulda sworn it was judgment day
The sky was all purple,
there were people runnin' everywhere
Tryin' 2 run from the destruction,
U know I didn't even care

'Cuz they say two thousand zero zero party over,
oops out of time
So tonight I'm gonna party like it's 1999

I was dreamin' when I wrote this
So sue me if I go 2 fast
But life is just a party, and parties weren't meant 2 last
War is all around us, my mind says prepare 2 fight
So if I gotta die I'm gonna listen 2 my body tonight

Yeah, they say two thousand zero zero party over,
oops out of time
So tonight I'm gonna party like it's 1999
Yeah

Lemme tell ya somethin'
If U didn't come 2 party,
don't bother knockin' on my door
...


(1409614428508)"
242	r-b-hip-hop-songs	Back To Sleep	Chris Brown	21.0	19.0	2016-04-30	"Girl lemme fuck you back...
Girl lemme fuck you back...

I know it's late, I know it's late
And baby I can't focus... focus
I just flew in, in time the day, I'm hoping that you notice (notice, notice, notice) did you notice?

I just posted my landing... oh (oh)
Wondering if the same old understanding, stands
I know you gotta work pretty early (early)
I'll be around 'bout 3: 30 (3: 30)
So baby when I wake you up
Up, up

Just let me rock
Fuck you back to sleep girl (oh)
Don't say a word no, no don't you talk (oh yeah)
Just hold on tight to me girl
Fuck you back to sleep girl
Rock you back...

Now where you at?
Just dropped my bags I'm coming through to meet ya
...


(1409614428508)"
243	r-b-hip-hop-songs	All The Way Up	Fat Joe & Remy Ma Featuring French Montana	5.0	23.0	2016-04-30	"Nothing can stop me, I'm all the way up
All the way up
I'm all the way up
I'm all the way up
Nothing can stop me, I'm all the way up

Shorty what you want? Shorty what you need?
My niggas run the game, we ain't ever leavin'
Countin' up this money, we ain't never sleepin'
You got V12, I got 12V
Got bottles, got weed, got molly
I'm all the way up
Shorty what you want? I got what you need
Shorty what you want? I got what you need
Shorty what you want? I got what you need

I'm all the way up
I'm all the way up
I'm all the way up
All the way up
Nothing can stop me, I'm all the way up

For my niggas with Bentley coupes and Rolexes
Kicked the bitch out the room and gave her no breakfast
Had to stash the jewels, these bitches so reckless
Keep my hoes on cruise, I'm talkin' naughty nothings
...


(1409614428508)"
244	r-b-hip-hop-songs	Jumpman	Drake & Future	30.0	9.0	2016-04-23	"If Young Metro don't trust you I'm gon' shoot you
Yeah, yeah
Halloween
Taliban, Taliban
I'm gon' shoot you
Yeah

Jumpman, Jumpman, Jumpman, them boys up to something
They just spent like two or three weeks out the country
Them boys up to something, they just not just bluffing
You don't have to call, I hit my dance like Usher, woo
I just found my tempo like I'm DJ Mustard, woo
I hit that Ginobili with my left hand up like woo
Lobster and Céline for all my babies that I miss
Chicken fingers, French fries for them hoes that wanna diss
Jumpman, Jumpman, Jumpman, them boys up to something
Uh, uh, uh, I think I need some Robitussin
Way too many questions, you must think I trust you
You searching for answers, I do not know nothing, woo
I see 'em tweaking, they know something's coming, woo
Jumpman, Jumpman, Jumpman, them boys up to something, woo
...


(1409614428508)"
245	r-b-hip-hop-songs	Don't	Bryson Tiller	38.0	10.0	2016-04-23	"Don't
Don't play with her don't be dishonest
Aye still not understanding this logic
Aye, I'm back and I'm better
I want you bad as ever
Don't let me just let up
I want to give you better
Baby it's whatever
Somebody gotta step up
Girl I'm that somebody
So I'm Next up

Be damned if I let him catch up
It's easy to see that you're fed up
I am on a whole ‘nother level
Girl he only fucked you over cause you let him

Fuck em girl I guess he didn't know any better
Girl that man didn't show any effort
Do all I can just to show you you're special
Certain it's your love that holds me together
...


(1409614428508)"
